episode,step_raw,step_ema
1,300.0,300.0
2,300.0,300.0
3,300.0,300.0
4,300.0,300.0
5,300.0,300.0
6,300.0,300.0
7,300.0,300.0
8,300.0,300.0
9,300.0,300.0
10,300.0,300.0
11,36.0,286.8
12,300.0,287.46
13,300.0,288.087
14,300.0,288.68264999999997
15,300.0,289.24851749999993
16,300.0,289.7860916249999
17,300.0,290.29678704374993
18,300.0,290.78194769156244
19,300.0,291.2428503069843
20,300.0,291.68070779163503
21,300.0,292.0966724020533
22,300.0,292.4918387819506
23,300.0,292.86724684285304
24,300.0,293.22388450071037
25,300.0,293.5626902756748
26,300.0,293.8845557618911
27,300.0,294.1903279737965
28,300.0,294.48081157510666
29,300.0,294.7567709963513
30,300.0,295.0189324465337
31,300.0,295.267985824207
32,300.0,295.50458653299665
33,300.0,295.72935720634683
34,300.0,295.94288934602946
35,300.0,296.14574487872795
36,300.0,296.33845763479155
37,300.0,296.521534753052
38,300.0,296.69545801539937
39,300.0,296.8606851146294
40,300.0,297.0176508588979
41,300.0,297.166768315953
42,300.0,297.3084299001553
43,300.0,297.44300840514757
44,300.0,297.57085798489015
45,300.0,297.69231508564565
46,300.0,297.8076993313633
47,300.0,297.9173143647951
48,300.0,298.02144864655537
49,300.0,298.1203762142276
50,300.0,298.2143574035162
51,300.0,298.3036395333404
52,300.0,298.38845755667336
53,300.0,298.4690346788397
54,300.0,298.5455829448977
55,300.0,298.6183037976528
56,300.0,298.6873886077702
57,300.0,298.75301917738165
58,300.0,298.81536821851256
59,300.0,298.87459980758695
60,300.0,298.93086981720757
61,300.0,298.9843263263472
62,300.0,299.0351100100298
63,300.0,299.0833545095283
64,300.0,299.12918678405185
65,300.0,299.1727274448493
66,300.0,299.2140910726068
67,300.0,299.2533865189764
68,300.0,299.2907171930276
69,250.0,296.8261813333762
70,300.0,296.9848722667074
71,300.0,297.135628653372
72,300.0,297.27884722070337
73,300.0,297.4149048596682
74,300.0,297.54415961668474
75,300.0,297.66695163585047
76,300.0,297.78360405405795
77,300.0,297.89442385135504
78,300.0,297.99970265878727
79,300.0,298.0997175258479
80,300.0,298.1947316495555
81,300.0,298.2849950670777
82,300.0,298.37074531372383
83,300.0,298.4522080480376
84,300.0,298.5295976456357
85,300.0,298.6031177633539
86,300.0,298.6729618751862
87,300.0,298.7393137814269
88,300.0,298.80234809235554
89,300.0,298.86223068773774
90,193.0,293.5691191533508
91,300.0,293.89066319568326
92,300.0,294.1961300358991
93,300.0,294.48632353410414
94,300.0,294.76200735739894
95,300.0,295.023906989529
96,300.0,295.27271164005253
97,300.0,295.5090760580499
98,300.0,295.7336222551474
99,300.0,295.94694114239
100,265.0,294.3995940852705
101,300.0,294.67961438100696
102,300.0,294.9456336619566
103,300.0,295.19835197885874
104,300.0,295.4384343799158
105,300.0,295.66651266092
106,300.0,295.883187027874
107,300.0,296.08902767648027
108,213.0,291.93457629265623
109,300.0,292.33784747802343
110,299.0,292.67095510412224
111,300.0,293.03740734891613
112,300.0,293.3855369814703
113,290.0,293.21626013239677
114,208.0,288.9554471257769
115,300.0,289.50767476948806
116,300.0,290.03229103101364
117,300.0,290.53067647946295
118,300.0,291.0041426554898
119,300.0,291.45393552271526
120,44.0,279.08123874657946
121,300.0,280.1271768092505
122,184.0,275.32081796878794
123,290.0,276.0547770703485
124,300.0,277.25203821683107
125,152.0,270.9894363059895
126,300.0,272.43996449069
127,228.0,270.21796626615543
128,300.0,271.70706795284764
129,95.0,262.87171455520524
130,93.0,254.37812882744498
131,116.0,247.45922238607272
132,300.0,250.08626126676907
133,300.0,252.5819482034306
134,300.0,254.95285079325907
135,300.0,257.2052082535961
136,300.0,259.34494784091623
137,300.0,261.3777004488704
138,300.0,263.3088154264269
139,300.0,265.14337465510556
140,221.0,262.93620592235027
141,300.0,264.7893956262327
142,73.0,255.19992584492107
143,99.0,247.389929552675
144,109.0,240.47043307504123
145,174.0,237.14691142128913
146,265.0,238.53956585022468
147,300.0,241.61258755771343
148,170.0,238.03195817982774
149,277.0,239.98036027083634
150,197.0,237.83134225729452
151,134.0,232.63977514442976
152,300.0,236.00778638720826
153,65.0,227.45739706784784
154,300.0,231.08452721445542
155,300.0,234.53030085373263
156,300.0,237.803785811046
157,294.0,240.61359652049367
158,243.0,240.732916694469
159,300.0,243.69627085974554
160,198.0,241.41145731675826
161,255.0,242.09088445092033
162,300.0,244.9863402283743
163,262.0,245.83702321695557
164,300.0,248.5451720561078
165,219.0,247.06791345330237
166,300.0,249.71451778063724
167,298.0,252.12879189160537
168,300.0,254.5223522970251
169,300.0,256.7962346821738
170,300.0,258.9564229480651
171,300.0,261.00860180066184
172,108.0,253.35817171062874
173,300.0,255.6902631250973
174,300.0,257.90574996884243
175,300.0,260.0104624704003
176,300.0,262.0099393468803
177,300.0,263.90944237953624
178,300.0,265.71397026055945
179,300.0,267.4282717475314
180,293.0,268.7068581601548
181,300.0,270.2715152521471
182,236.0,268.5579394895397
183,300.0,270.1300425150627
184,281.0,270.67354038930955
185,288.0,271.53986336984406
186,262.0,271.06287020135187
187,300.0,272.50972669128424
188,92.0,263.48424035672
189,292.0,264.910028338884
190,236.0,263.46452692193975
191,145.0,257.54130057584274
192,270.0,258.16423554705057
193,300.0,260.256023769698
194,287.0,261.5932225812131
195,166.0,256.81356145215244
196,277.0,257.8228833795448
197,99.0,249.88173921056753
198,200.0,247.38765225003914
199,117.0,240.86826963753717
200,128.0,235.2248561556603
201,211.0,234.01361334787728
202,167.0,230.6629326804834
203,235.0,230.87978604645923
204,192.0,228.93579674413624
205,264.0,230.6890069069294
206,300.0,234.15455656158292
207,300.0,237.44682873350376
208,211.0,236.1244872968286
209,300.0,239.31826293198716
210,300.0,242.3523497853878
211,300.0,245.23473229611838
212,300.0,247.97299568131245
213,300.0,250.57434589724681
214,300.0,253.04562860238445
215,300.0,255.3933471722652
216,300.0,257.62367981365196
217,300.0,259.7424958229693
218,300.0,261.7553710318208
219,300.0,263.6676024802298
220,300.0,265.4842223562183
221,300.0,267.2100112384074
222,300.0,268.849510676487
223,300.0,270.4070351426626
224,300.0,271.88668338552947
225,300.0,273.292349216253
226,300.0,274.6277317554403
227,300.0,275.8963451676683
228,300.0,277.10152790928487
229,300.0,278.2464515138206
230,300.0,279.33412893812954
231,300.0,280.36742249122307
232,300.0,281.3490513666619
233,300.0,282.2815987983288
234,300.0,283.16751885841234
235,300.0,284.0091429154917
236,300.0,284.8086857697171
237,300.0,285.56825148123124
238,300.0,286.28983890716967
239,300.0,286.97534696181117
240,300.0,287.6265796137206
241,300.0,288.2452506330346
242,300.0,288.83298810138285
243,300.0,289.3913386963137
244,300.0,289.921771761498
245,300.0,290.42568317342307
246,300.0,290.9043990147519
247,300.0,291.3591790640143
248,300.0,291.7912201108136
249,300.0,292.2016591052729
250,300.0,292.59157615000925
251,300.0,292.96199734250877
252,300.0,293.3138974753833
253,300.0,293.6482026016142
254,300.0,293.96579247153346
255,300.0,294.2675028479568
256,300.0,294.5541277055589
257,300.0,294.826421320281
258,300.0,295.08510025426693
259,300.0,295.33084524155356
260,300.0,295.5643029794759
261,300.0,295.7860878305021
262,300.0,295.996783438977
263,300.0,296.19694426702813
264,300.0,296.3870970536767
265,300.0,296.5677422009929
266,300.0,296.7393550909432
267,300.0,296.90238733639603
268,300.0,297.05726796957623
269,300.0,297.2044045710974
270,300.0,297.3441843425425
271,300.0,297.4769751254154
272,300.0,297.6031263691446
273,300.0,297.72297005068737
274,300.0,297.836821548153
275,300.0,297.94498047074535
276,300.0,298.0477314472081
277,300.0,298.1453448748477
278,300.0,298.2380776311053
279,300.0,298.32617374955
280,300.0,298.40986506207247
281,300.0,298.4893718089688
282,300.0,298.5649032185204
283,300.0,298.63665805759433
284,300.0,298.7048251547146
285,300.0,298.7695838969789
286,300.0,298.8311047021299
287,300.0,298.88954946702336
288,300.0,298.9450719936722
289,300.0,298.99781839398855
290,300.0,299.0479274742891
291,300.0,299.09553110057465
292,300.0,299.1407545455459
293,300.0,299.18371681826864
294,300.0,299.2245309773552
295,300.0,299.2633044284874
296,300.0,299.300139207063
297,300.0,299.33513224670986
298,300.0,299.36837563437433
299,300.0,299.3999568526556
300,300.0,299.4299590100228
301,300.0,299.45846105952165
302,300.0,299.48553800654554
303,300.0,299.5112611062182
304,300.0,299.5356980509073
305,300.0,299.5589131483619
306,300.0,299.5809674909438
307,300.0,299.60191911639663
308,300.0,299.6218231605768
309,300.0,299.64073200254796
310,300.0,299.65869540242056
311,300.0,299.6757606322995
312,300.0,299.6919726006845
313,300.0,299.7073739706503
314,300.0,299.72200527211777
315,300.0,299.73590500851185
316,300.0,299.74910975808626
317,300.0,299.76165427018196
318,300.0,299.77357155667283
319,300.0,299.7848929788392
320,300.0,299.79564832989723
321,300.0,299.8058659134024
322,300.0,299.81557261773224
323,300.0,299.82479398684563
324,300.0,299.8335542875033
325,300.0,299.84187657312816
326,300.0,299.8497827444717
327,300.0,299.85729360724815
328,300.0,299.86442892688575
329,300.0,299.87120748054144
